stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone
274177,1071,Castillo de Fontecha / Etxezarra,Parada,42.8443631695279,-2.69183682358908,,,,,Europe/Madrid
274433,1072,Castillo Fontecha / Ocio,Parada,42.8419913525892,-2.69223560816437,,,,,Europe/Madrid
274689,1073,Castillo de Fontecha / Castilla,Parada,42.8399748769431,-2.69082536706097,,,,,Europe/Madrid
314369,1228,Avenida Gasteiz / Juzgados,Parada,42.843837348389,-2.68230707611242,,,,,Europe/Madrid
331521,1295,Prado,Parada,42.8457923894841,-2.6746054633018,,,,,Europe/Madrid
314625,1229,Avenida Santiago 46,Parada,42.8477787557358,-2.65935821122969,,,,,Europe/Madrid
314881,1230,Portal de Elorriaga 6,Parada,42.8483054719839,-2.65481482676726,,,,,Europe/Madrid
315137,1231,Portal de Elorriaga 18,Parada,42.8488338250822,-2.65086722411737,,,,,Europe/Madrid
315393,1232,Bulevar de Salburua 22,Parada,42.8468231847509,-2.65005857989592,,,,,Europe/Madrid
315649,1233,Bulevar de Salburua / Iliada,Parada,42.8442055219072,-2.64952417925678,,,,,Europe/Madrid
342785,1339,Iliada 10,Parada,42.8446290557091,-2.64377767107434,,,,,Europe/Madrid
321793,1257,Iliada / Bulevar de Salburua,Parada,42.8437023044549,-2.64987655904889,,,,,Europe/Madrid
322049,1258,Florida / Jacinto Benavente,Parada,42.8417318361005,-2.65788623546381,,,,,Europe/Madrid
322305,1259,Florida / Judimendi,Parada,42.8416840371128,-2.66150030180636,,,,,Europe/Madrid
322561,1260,Jesus Guridi,Parada,42.8440762112943,-2.66809177672307,,,,,Europe/Madrid
332289,1298,Catedral,Parada,42.8452254513925,-2.67633398327183,,,,,Europe/Madrid
339457,1326,Beato Tomás de Zumarrga 34,Parada,42.8502793409102,-2.68184801509794,,,,,Europe/Madrid
271617,1061,México / Residencia,Parada,42.8532610506144,-2.68710488573406,,,,,Europe/Madrid
271873,1062,José Atxotegi 22,Parada,42.8558359275128,-2.68852780077282,,,,,Europe/Madrid
322817,1261,Wellington,Parada,42.8599557173212,-2.69181671989602,,,,,Europe/Madrid
323073,1262,Antonio Machado 17,Parada,42.8590871795464,-2.69705697692703,,,,,Europe/Madrid
323329,1263,Antonio Machado / Pasaje,Parada,42.8573518820604,-2.70152245835609,,,,,Europe/Madrid
338177,1321,Paula Montal / Casas Rojas,Parada,42.8555291854123,-2.70359060305917,,,,,Europe/Madrid
344577,1346,Paula Montal / Escolapias,Parada,42.8555520338902,-2.70025816539422,,,,,Europe/Madrid
344833,1347,Henry Morton Stanley / Avda. los Huetos,Parada,42.8531161948631,-2.69857324036682,,,,,Europe/Madrid
345089,1348,Henry Morton Stanley / Océano Atlántico,Parada,42.8501425647695,-2.69956603748898,,,,,Europe/Madrid
345345,1349,Henry Morton Stanley / Avda. los Huetos,Parada,42.853146830869,-2.69823803564562,,,,,Europe/Madrid
337665,1319,Paula Montal / Escolapias,Parada,42.8557460505308,-2.70041252259739,,,,,Europe/Madrid
337921,1320,Paula Montal / Casas Rojas,Parada,42.8556721644983,-2.70316381533106,,,,,Europe/Madrid
318721,1245,Antonio Machado / Pasaje,Parada,42.8572245854933,-2.70105335000923,,,,,Europe/Madrid
318977,1246,Antonio Machado 58,Parada,42.8589334811929,-2.69682668602714,,,,,Europe/Madrid
319233,1247,Wellington,Parada,42.8598439924842,-2.69212941571099,,,,,Europe/Madrid
